ID_WOHNORT_NEW,ID_PERSON_NEW,ID_PERSON,POSTLEITZAHL,GEMEINDENAME,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
8057_WOHNORT_1,8057,Wirth_Thomas_1971_01_31,8634,Hombrechtikon,,,,,,
8061_WOHNORT_1,8061,Krebs_Beatrice_1966_04_07,8952,Schlieren,,,,,,
8063_WOHNORT_1,8063,Kyburz_Heinz_1960_06_17,8708 ,Männedorf,,,,,,
8067_WOHNORT_1,8067,Brechbühl_Hans-Ulrich_1951_04_07,8165,Schleinikon,,,,,,
8077_WOHNORT_1,8077,Bender_André_1962_07_26,8102,Oberengstringen,,,,,,
8084_WOHNORT_1,8084,Waser_Urs_1986_03_17,8135,Langnau am Albis,,,,,,
8085_WOHNORT_1,8085,Egli_Hans_1965_06_25,8162,Steinmaur,,,,,,
8086_WOHNORT_1,8086,Haller-Traber_Margrit_1960_05_17,8802,Kilchberg,,,,,,
8088_WOHNORT_1,8088,Schmid_Ingrid_1945_01_13,8001,Zürich,,,,,,
8093_WOHNORT_1,8093,Läubli_Hans_1955_03_19,8910,Affoltern am Albis,,,,,,
8095_WOHNORT_1,8095,Stiefel_Beat_1965_04_23,8132,Egg,,,,,,
8097_WOHNORT_1,8097,Dollenmeier_Stefan_1957_03_05,8630,Rüti,,,,,,
8098_WOHNORT_1,8098,Kübler_Ueli_1952_08_19,8708,Männedorf,,,,,,
8100_WOHNORT_1,8100,Rihs-Lanz_Susanne_1948_11_02,8192,Glattfelden,,,,,,
8102_WOHNORT_1,8102,Zimmermann_Rolf_Robert_1950_07_13,8703,Erlenbach,,,,,,
8106_WOHNORT_1,8106,Annen_Ueli_1945_11_04,8308,Illnau,,,,,,
8110_WOHNORT_1,8110,Daurù_Andreas_1979_01_06,8400,Winterthur,,,,,,
8111_WOHNORT_1,8111,Hauser_Matthias_1973_06_22,8194,Hüntwangen,,,,,,
8115_WOHNORT_1,8115,Balmer-Schiltknecht_Bettina_1966_04_19,8044,Zürich,,,,,,
8117_WOHNORT_1,8117,Kern_Othmar_1940_07_07,8180,Bülach,,,,,,
8121_WOHNORT_1,8121,Pillard_Luc_1973_11_02,8307,Effretikon,,,,,,
8122_WOHNORT_1,8122,Frehsner_Rosmarie_1942_03_07,8953,Dietikon,,,,,,
8129_WOHNORT_1,8129,Hoesch_Felix_1970_01_03,8002 ,Zürich,,,,,,
8136_WOHNORT_1,8136,Marti_Res_1982_06_17,8047,Zürich,,,,,,
8142_WOHNORT_1,8142,Kamm_Silvia_1962_11_19,8906,Bonstetten,,,,,,
8144_WOHNORT_1,8144,Fehr_Thoma_Karin_1963_01_07,8610,Uster,,,,,,
8145_WOHNORT_1,8145,Simioni-Dahm_Anita_1948_11_13,8450,Andelfingen,,,,,,
8146_WOHNORT_1,8146,Isliker_Walter_1950_01_01,8052,Zürich,,,,,,
8149_WOHNORT_1,8149,Weibel_Katharina_1955_04_22,8472,Seuzach,,,,,,
8156_WOHNORT_1,8156,Vieli-Platzer_Natalie_1966_06_16,8046,Zürich,,,,,,
8163_WOHNORT_1,8163,Feuillet_Dominique_1952_07_18,8047,Zürich,,,,,,
8165_WOHNORT_1,8165,Roesler_Peter_1943_03_12,8606,Greifensee,,,,,,
8166_WOHNORT_1,8166,Meyer_Ernst_1953_04_07,8450,Andelfingen,,,,,,
8169_WOHNORT_1,8169,Huber_Severin_1968_08_26,8157,Dielsdorf,,,,,,
8174_WOHNORT_1,8174,Feuillet_Sandro_1977_01_02,8032,Zürich,,,,,,
8186_WOHNORT_1,8186,Ritschard_Peter_1949_02_26,8050,Zürich,,,,,,
8196_WOHNORT_1,8196,Vohdin_Christopher_1965_09_23,8053,Zürich,,,,,,
8205_WOHNORT_1,8205,Gambacciani_Claudia_1981_09_16,8003,Zürich,,,,,,
8206_WOHNORT_1,8206,Leuthold_Jürg_1958_04_04,8914,Aeugst am Albis,,,,,,
8207_WOHNORT_1,8207,Jäger_Alexander_1970_01_31,8049,Zürich,,,,,,
8208_WOHNORT_1,8208,Galladé_Nicolas_1975_06_09,8400,Winterthur,,,,,,
8218_WOHNORT_1,8218,Sallenbach_Hansueli_1966_07_08,8304,Wallisellen,,,,,,
8219_WOHNORT_1,8219,Jauch_Heinz_1941_01_02,8600,Dübendorf,,,,,,
8229_WOHNORT_1,8229,Bachmann_Ruedi_1965_12_22,8406,Winterthur,,,,,,
8232_WOHNORT_1,8232,Gubler_Lars_1985_12_03,8142,Uitikon,,,,,,
8235_WOHNORT_1,8235,Landolt_Maleica-Monique_1967_06_05,8052,Zürich,,,,,,
8239_WOHNORT_1,8239,Leuch_Kurt_1959_02_11,8102,Oberengstringen,,,,,,
8240_WOHNORT_1,8240,Ziltener_Erika_1955_01_05,8037,Zürich,,,,,,
8241_WOHNORT_1,8241,Hatt_Ruedi_1950_05_05,8805,Richterswil,,,,,,
8242_WOHNORT_1,8242,Bartal_Isabel_1964_07_05,8032,Zürich,,,,,,
8245_WOHNORT_1,8245,Göldi_Hanspeter_1960_05_05,8706,Meilen,,,,,,
8256_WOHNORT_1,8256,Sutter_Walter_1950_12_15,8057,Zürich,,,,,,
8265_WOHNORT_1,8265,Seiz-Gut_Silvia_1954_04_27,8046,Zürich,,,,,,
8272_WOHNORT_1,8272,Rappazzo_Pierre_1965_04_17,8820,Wädenswil,,,,,,
8281_WOHNORT_1,8281,Torp_Eva_1953_01_19,8908,Hedingen,,,,,,
8286_WOHNORT_1,8286,Vontobel_Erich_1959_03_05,8633,Wolfhausen,,,,,,
8288_WOHNORT_1,8288,Golta_Raphael_1975_11_17,8008,Zürich,,,,,,
8294_WOHNORT_1,8294,Spring_Monika_1948_03_26,8005,Zürich,,,,,,
8300_WOHNORT_1,8300,Schaub_Cornelia_1967_04_26,8032,Zürich,,,,,,
8303_WOHNORT_1,8303,Weber_Kurt_1951_11_27,8913 ,Ottenbach,,,,,,
8304_WOHNORT_1,8304,Fehr_Hansjörg_1964_06_11,8302,Kloten,,,,,,
8312_WOHNORT_1,8312,Brunner_Susanne_1972_01_31,8032,Zürich,,,,,,
8317_WOHNORT_1,8317,Manser_Emil_1964_01_15,8408,Winterthur,,,,,,
8326_WOHNORT_1,8326,Burger_Andreas_1974_04_26,8902,Urdorf,,,,,,
8328_WOHNORT_1,8328,Heuberger_Golta_Catherine_1976_01_22,8008,Zürich,,,,,,
8382_WOHNORT_1,8382,Margreiter_Ralf_1971_05_23,8048,Zürich,,,,,,
8387_WOHNORT_1,8387,Müller-Hemmi_Vreni_1951_03_29,,Adliswil,4,5,1987,7,5,1995
8390_WOHNORT_1,8390,Frei_Hans_1953_09_19,8105,Watt-Regensdorf,,,,,,
8403_WOHNORT_1,8403,Meier_Walter_1960_09_16,8610,Uster,,,,,,
8429_WOHNORT_1,8429,Meier_Thomas_1960__,8051 (Zürich) ,Zürich,,,,,,
8430_WOHNORT_1,8430,Sidler_Bruno_1941__,8050 (Zürich) ,Zürich,,,,,,
8431_WOHNORT_1,8431,Heuberger_Rainer_1955__,8401,Winterthur,,,,,,
8433_WOHNORT_1,8433,Isler_René_1959_01_02,8405,Winterthur,,,,,,
8434_WOHNORT_1,8434,Wild_Hans_1924__,,Zürich,14,3,1977,5,5,1991
8436_WOHNORT_1,8436,Kessler_Thomas_1959__,,Weisslingen,4,5,1987,5,5,1991
8450_WOHNORT_1,8450,Lauffer_Peter_1931__,,Zürich,10,1,1977,7,5,1995
8454_WOHNORT_1,8454,Attenhofer_Hartmuth_1948__,8052 (Zürich) ,Zürich,6,5,1991,31,5,2009
8462_WOHNORT_1,8462,Egg_Bernhard_1959_09_21,8353,Elgg,,,,,,
8471_WOHNORT_1,8471,Suter_Marcel_1973__,8800 (Thalwil) ,Thalwil,22,5,2017,,,
8472_WOHNORT_1,8472,Bärtschiger_Markus_1962__,8952,Schlieren,,,,,,
8476_WOHNORT_1,8476,Häring_Hans_Peter_1947_01_29,8907,Wettswil am Albis,21,5,2007,24,4,2017
8480_WOHNORT_1,8480,Bernet_Erhard_1923__,,Zürich,30,5,1983,7,5,1995
8485_WOHNORT_1,8485,Häberlin_Hermann_1894_01_19,,Zürich,3,4,1939,26,5,1963
8486_WOHNORT_1,8486,Funk_Karl_1887__,,Mettmenstetten,13,5,1929,28,4,1935
8486_WOHNORT_2,8486,Funk_Karl_1887__,,Mettmenstetten,29,4,1935,2,4,1939
8487_WOHNORT_2,8487,Vollenweider-Huber_Albert_1885__,,Mettmenstetten,29,4,1935,2,4,1939
8487_WOHNORT_1,8487,Vollenweider-Huber_Albert_1885__,8932 (Mettmenstetten) ,Mettmenstetten,9,5,1932,28,4,1935
8489_WOHNORT_1,8489,Petri_Gabriele_1960_12_06,8003 (Zürich) ,Zürich,6,5,1991,,,
8514_WOHNORT_1,8514,Dobler_Bruno_1952_11_18,8426,Lufingen-Augwil,,,,,,
8515_WOHNORT_1,8515,Baumgartner_Michel_1949_05_11,8197,Rafz,,,,,,
8520_WOHNORT_1,8520,Fahrni_Hans_1952_08_07,8405,Winterthur,,,,,,
8521_WOHNORT_1,8521,Marti_Peter_1952__,8400,Winterthur,,,,,,
8523_WOHNORT_1,8523,Hess_Felix_1944_05_11,8617,Mönchaltorf,,,,,,
8532_WOHNORT_1,8532,Hollenstein_Erich_1938_09_03,8038,Zürich,,,,,,
8547_WOHNORT_1,8547,Gubser_Werner_1936__,8051,Zürich,,,,,,
8557_WOHNORT_1,8557,Clerici_Max_F._1954_06_15,8810,Horgen,,,,,,
8558_WOHNORT_1,8558,Suter_Arnold_1952_07_16,8802,Kilchberg,,,,,,
8561_WOHNORT_1,8561,Bergmann_Adrian_1958_01_07,8706,Meilen,,,,,,
8562_WOHNORT_1,8562,Brandenberger_Markus_1941_05_09,8707,Uetikon am See,,,,,,
8563_WOHNORT_1,8563,Schulthess_Peter_1950_04_16,8712,Stäfa,,,,,,
8564_WOHNORT_1,8564,Honegger_Werner_1944_01_03,8608,Bubikon,,,,,,
8565_WOHNORT_1,8565,Kull_Martin_1960_05_29,8636,Wald,,,,,,
8567_WOHNORT_1,8567,Hürlimann_Werner_1943_12_02,8615,Freudwil,,,,,,
8578_WOHNORT_1,8578,Frei_Hans_Peter_1954_05_26,8424,Embrach,,,,,,
8579_WOHNORT_1,8579,Bürgi_André_1960_02_11,8180,Bülach,,,,,,
8585_WOHNORT_1,8585,Meier_Oliver_B._1938_04_11,8049,Zürich,,,,,,
8588_WOHNORT_1,8588,Mächler_Peter_1943_09_16,8046,Zürich,,,,,,
8593_WOHNORT_1,8593,Appenzeller_John_1970_07_13,8143,Stallikon,,,,,,
8594_WOHNORT_1,8594,Züst_Ernst_1946_04_26,8810,Horgen,,,,,,
8598_WOHNORT_1,8598,Grob_Urs_1969_11_25,8134,Adliswil,,,,,,
8600_WOHNORT_1,8600,Brunner_Ernst_1937_08_21,8308,Illnau,,,,,,
8605_WOHNORT_1,8605,Arnet_Esther_1965_08_29,8953,Dietikon,,,,,,
8606_WOHNORT_1,8606,Bernasconi-Aeppli_Susanne_1951_02_12,8032,Zürich,,,,,,
8607_WOHNORT_1,8607,Bernoulli_Rita_1950_08_11,8600,Dübendorf,,,,,,
8609_WOHNORT_1,8609,Braunschweig-Lütolf_Ursula_1948_06_07,8400,Winterthur,,,,,,
8614_WOHNORT_1,8614,Furrer_Käthi_1956_06_25,8447,Dachsen,,,,,,
8616_WOHNORT_1,8616,Gübeli_Jacqueline_1951_12_31,8810,Horgen,,,,,,
8617_WOHNORT_1,8617,Hallauer-Mager_Elisabeth_1945_01_19,8001,Zürich,,,,,,
8619_WOHNORT_1,8619,Holenstein_Weidmann_Pia_1955_01_24,8910,Affoltern a.A.,,,,,,
8620_WOHNORT_1,8620,Jaun_Dorothee_1948_09_01,8117,Fällanden,,,,,,
8622_WOHNORT_1,8622,Keller_Gabrielle_1958_08_11,8488,Turbenthal,,,,,,
8626_WOHNORT_1,8626,Krebs_Cécile_1969_02_28,8400,Winterthur,,,,,,
8629_WOHNORT_1,8629,Minder-Roost_Irene_1964_01_31,8472,Seuzach,,,,,,
8632_WOHNORT_1,8632,Ramer-Stäubli_Blanca_1946_07_03,8902,Urdorf,,,,,,
8634_WOHNORT_1,8634,Rusca_Speck_Susanna_1953_08_29,8051,Zürich,,,,,,
8640_WOHNORT_1,8640,Trüb_Klingler_Marianne_1958_07_02,8421,Dättlikon,,,,,,
8641_WOHNORT_1,8641,Volland_Bettina_1966_02_17,8049,Zürich,,,,,,
8642_WOHNORT_1,8642,Weber_Doris_1953_06_11,8046,Zürich,,,,,,
8646_WOHNORT_1,8646,Zumbrunn_Esther_1953_09_25,8404,Winterthur,,,,,,
8647_WOHNORT_1,8647,Rüeger_Gottlieb_1879__,,Wil,17,5,1926,8,5,1932
8648_WOHNORT_1,8648,Grossmann_Bruno_1947_01_02,8304,Wallisellen,,,,,,
8649_WOHNORT_1,8649,Brändli_Sebastian_1955__,8038 (Zürich) ,Zürich,6,5,1991,18,5,2003
8652_WOHNORT_1,8652,Thalmann-Meyer_Regula_1944_11_21,8610,Uster,,,,,,
8663_WOHNORT_1,8663,Heer_Alfred_1961_01_12,8050,Zürich,,,,,,
8664_WOHNORT_1,8664,Hegetschweiler_Rolf_1937__,8913 (Ottenbach) ,Ottenbach,10,9,1979,17,12,1991
8670_WOHNORT_1,8670,Naef_Martin_1970_11_10,8004,Zürich,,,,,,
8673_WOHNORT_1,8673,Prelicz-Huber_Katharina_1959_10_12,8005,Zürich,,,,,,
8678_WOHNORT_1,8678,Schaller_Anton_1944_10_11,8008,Zürich,,,,,,
8681_WOHNORT_1,8681,Tuena_Mauro_1972_01_25,8049,Zürich,,,,,,
8689_WOHNORT_1,8689,De-Boni_Emil_1932__,,Hinwil,13,5,1991,7,5,1995
8691_WOHNORT_1,8691,Fischer_Hansruedi_1951__,,Aeugst a.A.,6,5,1991,7,5,1995
8692_WOHNORT_1,8692,Gunsch_Josef_1945__,,Russikon,4,5,1987,7,5,1995
8697_WOHNORT_1,8697,Huggel-Neuenschwander_Susanne_1940__,,Hombrechtikon,3,6,1985,7,5,1995
8698_WOHNORT_1,8698,Weigold_Hermann_1944__,,Winterthur,30,5,1983,7,5,1995
8708_WOHNORT_1,8708,Rohweder-Lischer_Maria_1966_12_21,8708,Männedorf,,,,,,
8720_WOHNORT_1,8720,Reinhard_Peter_1954__,,Kloten,24,1,1994,7,1,1995
8724_WOHNORT_1,8724,Mani_Tobias_1976__,8804 (Wädenswil) ,Wädenswil,,,,,,
8734_WOHNORT_1,8734,Bachmann_Roland_1955_04_22,8810,Horgen,,,,,,
8745_WOHNORT_1,8745,Rüfenacht_Erich_1939__,,Hausen a.A.,8,5,1967,30,1,1984
8746_WOHNORT_1,8746,Weidmann_Alfred_1947__,,Laufen-Uhwiesen,4,5,1987,5,5,1991
8749_WOHNORT_1,8749,Bischoff_Markus_1956_06_26,8049,Zürich,,,,,,
8751_WOHNORT_1,8751,Steiner_Rolf_1952_10_13,8953,Dietikon,,,,,,
8756_WOHNORT_1,8756,Schoch_Walter_1956_10_31,8494,Bauma,,,,,,
8757_WOHNORT_1,8757,Lalli_Emy_1953_03_06,8048,Zürich,,,,,,
8762_WOHNORT_1,8762,Anderegg_Peter_1951_03_25,8600,Dübendorf,,,,,,
8765_WOHNORT_1,8765,Baggenstos_Toni_1947__,8703 (Erlenbach (ZH)) ,Erlenbach,15,1,1996,30,5,1999
8770_WOHNORT_1,8770,Widmer_Ernst_1888__,,Adliswil,8,7,1918,28,2,1935
8770_WOHNORT_2,8770,Widmer_Ernst_1888__,,Adliswil,29,4,1935,4,5,1947
8777_WOHNORT_1,8777,Raissig_Walter_1910_03_29,,Adliswil,9,5,1955,8,9,1969
8783_WOHNORT_1,8783,Wiesner_Hans_W._1953_11_01,8906,Bonstetten,,,,,,
8787_WOHNORT_1,8787,Büchi-Wild_Renate_1960_01_06,8833,Samstagern,19,5,2003,20,8,2017
8788_WOHNORT_1,8788,Sieber_Hirschi_Sabine_1960_06_23,8499,Sternenberg,12,4,2010,20,8,2017
8796_WOHNORT_2,8796,Hotz_Jean_1882_11_18,,Fällanden,9,5,1932,2,4,1939
8796_WOHNORT_1,8796,Hotz_Jean_1882_11_18,,Fällanden,18,11,1882,2,2,1962
8797_WOHNORT_1,8797,Lang_Erich_1933_09_22,8052 (Zürich) ,Zürich,9,10,1978,4,10,2017
8798_WOHNORT_1,8798,Wäfler_Daniel_1979_10_08,8625,Gossau,,,,,,
8828_WOHNORT_1,8828,Welti_Robert_1859__,,Zürich 2,20,5,1902,22,7,1917
8863_WOHNORT_1,8863,Welti-Hausheer_Johannes_1844__,,Zürich-Enge,15,5,1893,19,5,1902
8872_WOHNORT_2,8872,Vischer_Daniel_1950_01_16,8006 (Zürich) ,Zürich,6,5,1991,29,10,2003
8872_WOHNORT_1,8872,Vischer_Daniel_1950_01_16,,Zürich,14,11,1983,5,5,1991
8878_WOHNORT_1,8878,Bucher_Fritz_1928_05_21,,Zürich,9,5,1955,29,5,1983
8908_WOHNORT_1,8908,Hilfiker_Emil_1867__,,Zürich-Aussersihl,8,5,1899,19,5,1902
8914_WOHNORT_1,8914,Wolfensberger_Paul_1869__,,Zürich III,20,5,1902,24,5,1908
8919_WOHNORT_1,8919,Wegmann_Jakob_1869__,,Zürich,20,5,1902,15,11,1909
8922_WOHNORT_1,8922,Zuppinger_Julius_1837__,,Zürich,20,5,1902,25,4,1904
8924_WOHNORT_1,8924,Frick_Karl_1844__,,Zürich-Aussersihl,20,5,1902,28,5,1911
8932_WOHNORT_1,8932,Kessler_Alois_1869__,,Altstetten,17,5,1926,28,4,1935
8932_WOHNORT_2,8932,Kessler_Alois_1869__,,Zürich,20,5,1902,28,5,1905
8933_WOHNORT_1,8933,Rieder_Emil_1874__,,Zürich,20,5,1902,28,5,1911
8934_WOHNORT_1,8934,Stauber_Arnold_1869__,,Zürich,20,5,1902,25,4,1904
8935_WOHNORT_1,8935,Göcking_Berthold_1856__,,Zürich,20,5,1902,4,3,1907
8938_WOHNORT_2,8938,Bosshard_Emil_1872__,,Zürich,29,5,1911,22,7,1917
8938_WOHNORT_1,8938,Bosshard_Emil_1872__,,Zürich,29,5,1905,24,5,1908
8943_WOHNORT_1,8943,Heusser_Jakob_1872__,,Zürich-Wiedikon,20,5,1902,24,5,1908
8944_WOHNORT_1,8944,Leuthold_Rudolf_Karl_1860__,,Uster,29,5,1905,24,5,1908
8945_WOHNORT_1,8945,Gugger_Nik_1970_05_01,8400,Winterthur,29,9,2014,8,10,2017
8949_WOHNORT_1,8949,Spühler_Hans_1868__,,Zürich,10,10,1904,18,9,1906
8964_WOHNORT_1,8964,Willi_Hans_1874__,,Zürich,25,5,1908,29,9,1919
8985_WOHNORT_1,8985,Demuth_Emil_1884__,,Seebach,25,5,1914,8,5,1932
9002_WOHNORT_1,9002,Frey_Johann_1848__,,Schlieren,20,5,1902,28,5,1905
9030_WOHNORT_1,9030,Bickel_Johannes_1846__,,Birmensdorf (ZH),15,5,1893,24,5,1914
9031_WOHNORT_1,9031,Gut_Heinrich_1847__,,Albisrieden,29,5,1905,28,5,1911
9036_WOHNORT_1,9036,Wismer_Jean_1862__,,Schlieren,23,7,1917,13,5,1923
9045_WOHNORT_1,9045,Kunz_Max_1923_08_05,,Zürich,26,5,1975,3,5,1987
9046_WOHNORT_1,9046,Kunz_Max_1898_01_22,,Zürich,30,4,1951,26,5,1963
9057_WOHNORT_1,9057,Müller_Johannes_1862__,,Zürich,20,5,1902,28,5,1905
9060_WOHNORT_1,9060,Sahli_Manuel_1988_11_20,8405,Winterthur,,,,,,
9063_WOHNORT_1,9063,Hardmeier_Ferdinand_1859__,,Zürich,29,5,1905,24,5,1908
9067_WOHNORT_1,9067,Wenger_Fritz_1877__,,Zürich,25,5,1908,22,7,1917
9073_WOHNORT_1,9073,Grether_Albert_1849__,,Zürich,29,5,1911,22,7,1917
9077_WOHNORT_1,9077,Schneider_Albert_1863__,,Zürich,25,5,1908,22,7,1917
9080_WOHNORT_1,9080,Wullschleger_Otto_1863__,,Zürich,25,5,1908,22,7,1917
9097_WOHNORT_1,9097,Haupt_Albert_1862__,,Zürich (Hottingen),8,5,1899,28,5,1911
9101_WOHNORT_1,9101,Sieber_Albert_1867__,,Zürich,20,5,1902,28,5,1911
9122_WOHNORT_1,9122,Grossmann_Heinrich_1866__,,Zürich (Höngg),29,5,1911,24,5,1914
9129_WOHNORT_1,9129,Bürgi_Caspar_1858__,,Oerlikon,25,5,1908,13,3,1927
9142_WOHNORT_1,9142,Keller_Albert_1865__,,Zürich 2,20,5,1902,16,5,1926
9148_WOHNORT_1,9148,Müller_Hans_1872__,,Zürich 1,,,1908,13,5,1923
9163_WOHNORT_1,9163,Huber_Heinrich_1869__,,Hausen a.A.,29,5,1911,18,5,1920
9171_WOHNORT_1,9171,Frei_Julius_1863__,,Hedingen,29,5,1911,22,7,1917
9172_WOHNORT_1,9172,Glättli_Johann_1861__,,Bonstetten,25,5,1914,7,7,1930
9175_WOHNORT_1,9175,Schmid_Heinrich_1852__,,Richterswil,8,5,1899,28,5,1911
9176_WOHNORT_1,9176,Iselin_Adolf_1851__,,Richterswil,29,5,1905,24,5,1914
9179_WOHNORT_1,9179,Gattiker_Hans_1872__,,Richterswil,25,5,1908,18,5,1920
9180_WOHNORT_1,9180,Hitz_Jakob_1867__,,Richterswil,25,5,1914,22,7,1917
9187_WOHNORT_1,9187,Rusterholz_Heinrich_1851__,,Wädenswil,29,5,1905,28,5,1911
9191_WOHNORT_1,9191,Weber_Franz_1867__,,Wädenswil,20,5,1902,28,5,1911
9192_WOHNORT_1,9192,Herdener-Schärer_Julius_1857__,,Wädenswil,29,5,1911,2,2,1920
9193_WOHNORT_1,9193,Isler_Heinrich_1855__,,Schönenberg,29,5,1911,18,5,1920
9194_WOHNORT_1,9194,Pfenninger_Hermann_1876__,,Wädenswil,29,5,1911,24,5,1914
9195_WOHNORT_1,9195,Baumann-Isler_Jakob_1852__,,Wädenswil,25,4,1914,13,5,1923
9200_WOHNORT_1,9200,Staub_Arnold_1858__,,Hirzel,20,5,1902,13,4,1903
9203_WOHNORT_1,9203,Schärer_Heinrich_1859__,,Horgen,29,5,1905,24,5,1908
9206_WOHNORT_1,9206,Huber_Albert_1868__,,Hirzel,25,5,1908,22,7,1917
9220_WOHNORT_1,9220,Siegfried_Gustav_1837__,,Thalwil,20,5,1902,24,5,1914
9229_WOHNORT_1,9229,Itschner_Ernst_1863__,,Thalwil,25,5,1914,22,7,1917
9230_WOHNORT_1,9230,Zehnder_Adolf_1865__,,Kilchberg (ZH),25,5,1914,22,7,1917
9233_WOHNORT_1,9233,Gysler-Esslinger_Ulrich_1858__,,Obfelden,23,7,1917,8,5,1932
9246_WOHNORT_1,9246,Caderas_Johannes_1863__,,Zürich,23,7,1917,28,4,1935
9246_WOHNORT_2,9246,Caderas_Johannes_1863__,8005 (Zürich) ,Zürich,1,1,1926,1,1,1926
9249_WOHNORT_1,9249,Schafroth_Ernst_1874__,,Zürich,29,5,1911,22,7,1917
9251_WOHNORT_2,9251,Oetiker_Albert_1873__,8008 (Zürich) ,Zürich,18,7,1921,13,5,1923
9251_WOHNORT_1,9251,Oetiker_Albert_1873__,,Zürich,25,5,1908,24,5,1914
9251_WOHNORT_3,9251,Oetiker_Albert_1873__,,Dietikon,26,1,1925,16,5,1926
9256_WOHNORT_1,9256,Hafner_Fritz_1860__,,Albisrieden,29,5,1911,24,5,1914
9258_WOHNORT_1,9258,Meier_Heinrich_1867__,,Schlieren,25,5,1914,22,7,1917
9259_WOHNORT_1,9259,Wegmann_Emil_1856__,,Birmensdorf,25,5,1914,18,5,1920
9264_WOHNORT_1,9264,Kruck_Gustav_1875_01_01,,Zürich,30,6,1914,12,5,1929
9266_WOHNORT_1,9266,Kern_Hans_1876__,8008 (Zürich) ,Riesbach,,,1867,,,1867
9266_WOHNORT_2,9266,Kern_Hans_1876__,,Zürich,4,11,1918,17,4,1936
9274_WOHNORT_2,9274,Lang_Viktor_1885__,,Zürich,23,7,1917,21,5,1918
9274_WOHNORT_1,9274,Lang_Viktor_1885__,,Zürich,20,5,1902,28,5,1905
9275_WOHNORT_1,9275,Meier_Karl___,8004 (Zürich) ,Zürich,10,6,1918,18,5,1920
9289_WOHNORT_1,9289,Hürlimann_Jakob_1852__,,Stäfa,29,5,1905,24,5,1908
9290_WOHNORT_1,9290,Fierz_Gottfried_1853__,,Oetwil am See,25,5,1908,18,5,1920
9294_WOHNORT_1,9294,Wettstein-Bosshard_Albert_1856__,,Hombrechtikon,15,10,1907,28,5,1911
9302_WOHNORT_1,9302,Pfister_Rudolf_1872__,,Uetikon am See,25,5,1908,18,5,1920
9306_WOHNORT_1,9306,Weinmann_Johannes_1848__,,Herrliberg,20,5,1902,24,5,1914
9308_WOHNORT_1,9308,Egli-Hitz_Jakob_1853__,,Herrliberg,25,5,1914,22,7,1917
9320_WOHNORT_1,9320,Müller_Wilhelm_1860__,,Zollikon,25,5,1908,18,5,1920
9322_WOHNORT_1,9322,Schärer-Nussbaumer_Jakob_1872__,,Erlenbach (ZH),25,5,1914,26,2,1921
9323_WOHNORT_1,9323,Elliker_Gottfried_1870__,,Küsnacht,29,5,1911,18,5,1920
9328_WOHNORT_1,9328,Strickler_Gustav_1859__,,Grüningen,29,5,1911,22,7,1917
9336_WOHNORT_1,9336,Kunz-Ryf_Hans_1867__,,Zürich,23,7,1917,25,3,1925
9339_WOHNORT_1,9339,Hess_Hermann_1864__,,Rüti,29,5,1905,24,5,1914
9340_WOHNORT_1,9340,Schaufelberger_Heinrich_1867__,,Tann-Dürnten,29,5,1905,28,5,1911
9342_WOHNORT_1,9342,Brändlin_August_1863__,,Tann-Dürnten,25,5,1914,22,7,1917
9346_WOHNORT_1,9346,Graf_Johannes_1839__,,Kempten-Wetzikon,8,5,1899,22,7,1917
9369_WOHNORT_1,9369,Honegger_Adolf_1849__,,Wald,29,5,1905,22,7,1917
9370_WOHNORT_1,9370,Weber_Albert_1863__,,Wald,25,5,1908,24,5,1914
9371_WOHNORT_1,9371,Müdespacher_Emil_1857__,,Gibswil,25,5,1914,13,5,1923
9378_WOHNORT_1,9378,Kunz_Jakob___,,Maur,15,5,1909,24,1,1910
9383_WOHNORT_1,9383,Weilenmann_Eugen_1848__,,Uster,20,5,1902,24,5,1908
9398_WOHNORT_1,9398,Stutz_Rudolf_Eduard_1868__,,Dübendorf,29,5,1905,24,5,1908
9506_WOHNORT_1,9506,Bosshart_Eduard_1859__,,Pfungen,8,5,1899,22,7,1917
9506_WOHNORT_2,9506,Bosshart_Eduard_1859__,,Winterthur,23,7,1917,11,12,1921
9532_WOHNORT_1,9532,Spahn_Emil_1850__,,Langwiesen (Feuerthalen),29,5,1911,18,5,1920
9536_WOHNORT_1,9536,Gisler_Arnold_1855__,,Flaach,8,5,1899,28,5,1911
9538_WOHNORT_1,9538,Baur_Jakob_1860__,,Berg am Irchel,29,5,1911,18,5,1920
9542_WOHNORT_1,9542,Rutschmann_Johann_1853__,,Hüntwangen,8,5,1899,24,5,1908
9543_WOHNORT_2,9543,Graf_Johann_Jakob_1854__,,Rafz,29,5,1911,8,1,1912
9543_WOHNORT_1,9543,Graf_Johann_Jakob_1854__,,Zürich IV,29,5,1905,28,5,1911
9545_WOHNORT_1,9545,Neukom_Albert_1867__,,Rafz,25,5,1914,11,1,1928
9551_WOHNORT_1,9551,Surber_Heinrich_1846__,,Höri,8,5,1899,24,5,1908
9558_WOHNORT_1,9558,Ganz_Konrad_1862__,,Unterembrach,29,5,1905,28,5,1911
9562_WOHNORT_1,9562,Benz_Alfred_1867__,,Dietlikon,8,5,1899,24,5,1914
