ID_PARTEI_NEW,ID_EINSITZ_NEW,ID_PERSON_NEW,ID_PERSON,PARTEIBEZEICHNUNG,FRAKTION,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
8122_EINSITZ_1_PARTEI_1,8122_EINSITZ_1,8122,Frehsner_Rosmarie_1942_03_07,SVP,,31,5,1999,,,
8129_EINSITZ_1_PARTEI_1,8129_EINSITZ_1,8129,Hoesch_Felix_1970_01_03,SP,,18,8,2014,,,
8136_EINSITZ_1_PARTEI_1,8136_EINSITZ_1,8136,Marti_Res_1982_06_17,Grüne,,2,8,2012,,,
8142_EINSITZ_1_PARTEI_1,8142_EINSITZ_1,8142,Kamm_Silvia_1962_11_19,Grüne,,26,2,1996,,,
8144_EINSITZ_1_PARTEI_1,8144_EINSITZ_1,8144,Fehr_Thoma_Karin_1963_01_07,Grüne,,18,5,2015,,,
8145_EINSITZ_1_PARTEI_1,8145_EINSITZ_1,8145,Simioni-Dahm_Anita_1948_11_13,FDP,,19,5,2003,,,
8146_EINSITZ_1_PARTEI_1,8146_EINSITZ_1,8146,Isliker_Walter_1950_01_01,SVP,,21,5,2007,,,
8149_EINSITZ_1_PARTEI_1,8149_EINSITZ_1,8149,Weibel_Katharina_1955_04_22,FDP,,19,5,2003,,,
8156_EINSITZ_1_PARTEI_1,8156_EINSITZ_1,8156,Vieli-Platzer_Natalie_1966_06_16,Grüne,,19,5,2003,9,9,9999
8163_EINSITZ_1_PARTEI_1,8163_EINSITZ_1,8163,Feuillet_Dominique_1952_07_18,SP,,23,8,2010,,,
8165_EINSITZ_1_PARTEI_1,8165_EINSITZ_1,8165,Roesler_Peter_1943_03_12,FDP,,28,11,2005,,,
8166_EINSITZ_1_PARTEI_1,8166_EINSITZ_1,8166,Meyer_Ernst_1953_04_07,SVP,,31,5,1999,8,5,2011
8169_EINSITZ_1_PARTEI_1,8169_EINSITZ_1,8169,Huber_Severin_1968_08_26,FDP,,31,5,1999,,,
8174_EINSITZ_1_PARTEI_1,8174_EINSITZ_1,8174,Feuillet_Sandro_1977_01_02,Grüne,,18,8,2008,,,
8186_EINSITZ_1_PARTEI_1,8186_EINSITZ_1,8186,Ritschard_Peter_1949_02_26,EVP,,21,5,2007,,,
8196_EINSITZ_1_PARTEI_1,8196_EINSITZ_1,8196,Vohdin_Christopher_1965_09_23,SVP,,5,2,2007,1,11,2010
8205_EINSITZ_1_PARTEI_1,8205_EINSITZ_1,8205,Gambacciani_Claudia_1981_09_16,Grüne,,21,5,2007,,,
8206_EINSITZ_1_PARTEI_1,8206_EINSITZ_1,8206,Leuthold_Jürg_1958_04_04,SVP,,11,5,1998,,,
8207_EINSITZ_1_PARTEI_1,8207_EINSITZ_1,8207,Jäger_Alexander_1970_01_31,FDP,,18,5,2015,,,
8208_EINSITZ_1_PARTEI_1,8208_EINSITZ_1,8208,Galladé_Nicolas_1975_06_09,SP,,21,5,2007,,,
8218_EINSITZ_1_PARTEI_1,8218_EINSITZ_1,8218,Sallenbach_Hansueli_1966_07_08,FDP,,31,5,1999,,,
8219_EINSITZ_1_PARTEI_1,8219_EINSITZ_1,8219,Jauch_Heinz_1941_01_02,EVP,,25,3,2002,,,
8229_EINSITZ_1_PARTEI_1,8229_EINSITZ_1,8229,Bachmann_Ruedi_1965_12_22,SVP,,2,9,1999,,,
8232_EINSITZ_1_PARTEI_1,8232_EINSITZ_1,8232,Gubler_Lars_1985_12_03,Grüne,,21,5,2007,1,11,2010
8235_EINSITZ_1_PARTEI_1,8235_EINSITZ_1,8235,Landolt_Maleica-Monique_1967_06_05,GLP,,21,5,2007,,,
8239_EINSITZ_1_PARTEI_1,8239_EINSITZ_1,8239,Leuch_Kurt_1959_02_11,EVP,,21,5,2007,,,
8240_EINSITZ_1_PARTEI_1,8240_EINSITZ_1,8240,Ziltener_Erika_1955_01_05,SP,,2,11,1998,,,
8241_EINSITZ_1_PARTEI_1,8241_EINSITZ_1,8241,Hatt_Ruedi_1950_05_05,FDP,,27,5,1996,,,
8242_EINSITZ_1_PARTEI_1,8242_EINSITZ_1,8242,Bartal_Isabel_1964_07_05,SP,,27,1,2014,,,
8245_EINSITZ_1_PARTEI_1,8245_EINSITZ_1,8245,Göldi_Hanspeter_1960_05_05,SP,,9,5,2011,,,
8256_EINSITZ_1_PARTEI_1,8256_EINSITZ_1,8256,Sutter_Walter_1950_12_15,SVP,,7,5,2001,,,
8265_EINSITZ_1_PARTEI_1,8265_EINSITZ_1,8265,Seiz-Gut_Silvia_1954_04_27,SP,,23,1,2006,,,
8272_EINSITZ_1_PARTEI_1,8272_EINSITZ_1,8272,Rappazzo_Pierre_1965_04_17,GLP,,24,2,2014,,,
8281_EINSITZ_1_PARTEI_1,8281_EINSITZ_1,8281,Torp_Eva_1953_01_19,SP,,19,5,2003,,,
8286_EINSITZ_1_PARTEI_1,8286_EINSITZ_1,8286,Vontobel_Erich_1959_03_05,EDU,,7,5,2012,,,
8288_EINSITZ_1_PARTEI_1,8288_EINSITZ_1,8288,Golta_Raphael_1975_11_17,SP,,19,5,2003,,,
8294_EINSITZ_1_PARTEI_1,8294_EINSITZ_1,8294,Spring_Monika_1948_03_26,SP,,19,5,2003,,,
8300_EINSITZ_1_PARTEI_1,8300_EINSITZ_1,8300,Schaub_Cornelia_1967_04_26,SVP,,21,5,2007,31,12,2009
8303_EINSITZ_1_PARTEI_1,8303_EINSITZ_1,8303,Weber_Kurt_1951_11_27,FDP,,4,5,2009,,,
8304_EINSITZ_1_PARTEI_1,8304_EINSITZ_1,8304,Fehr_Hansjörg_1964_06_11,SVP,,31,5,1999,,,
8312_EINSITZ_1_PARTEI_1,8312_EINSITZ_1,8312,Brunner_Susanne_1972_01_31,CVP,,7,7,2008,31,5,2010
8312_EINSITZ_1_PARTEI_2,8312_EINSITZ_1,8312,Brunner_Susanne_1972_01_31,SVP,,1,6,2010,,,
8317_EINSITZ_1_PARTEI_1,8317_EINSITZ_1,8317,Manser_Emil_1964_01_15,SVP,,11,6,2001,,,
8326_EINSITZ_1_PARTEI_1,8326_EINSITZ_1,8326,Burger_Andreas_1974_04_26,SP,,19,5,2003,,,
8328_EINSITZ_1_PARTEI_1,8328_EINSITZ_1,8328,Heuberger_Golta_Catherine_1976_01_22,SP,,9,5,2011,,,
8382_EINSITZ_2_PARTEI_1,8382_EINSITZ_2,8382,Margreiter_Ralf_1971_05_23,Grüne,,9,5,2011,11,9,2016
8382_EINSITZ_1_PARTEI_1,8382_EINSITZ_1,8382,Margreiter_Ralf_1971_05_23,Grüne,,19,5,2003,8,5,2011
8387_EINSITZ_1_PARTEI_1,8387_EINSITZ_1,8387,Müller-Hemmi_Vreni_1951_03_29,SP,,4,5,1987,27,11,1995
8390_EINSITZ_1_PARTEI_1,8390_EINSITZ_1,8390,Frei_Hans_1953_09_19,SVP,,26,8,1996,,,
8403_EINSITZ_1_PARTEI_1,8403_EINSITZ_1,8403,Meier_Walter_1960_09_16,EVP,,18,5,2015,,,
8403_EINSITZ_2_PARTEI_1,8403_EINSITZ_2,8403,Meier_Walter_1960_09_16,EVP,,24,1,2011,8,5,2011
8429_EINSITZ_1_PARTEI_1,8429_EINSITZ_1,8429,Meier_Thomas_1960__,SVP,,31,5,1999,,,
8430_EINSITZ_1_PARTEI_1,8430_EINSITZ_1,8430,Sidler_Bruno_1941__,SVP,,31,5,1999,,,
8431_EINSITZ_1_PARTEI_1,8431_EINSITZ_1,8431,Heuberger_Rainer_1955__,SVP,,31,5,1999,,,
8433_EINSITZ_1_PARTEI_1,8433_EINSITZ_1,8433,Isler_René_1959_01_02,SVP,,19,5,2003,,,
8434_EINSITZ_1_PARTEI_1,8434_EINSITZ_1,8434,Wild_Hans_1924__,SVP,,14,3,1977,5,5,1991
8434_EINSITZ_2_PARTEI_1,8434_EINSITZ_2,8434,Wild_Hans_1924__,SaS,,31,5,1999,,,
8436_EINSITZ_1_PARTEI_1,8436_EINSITZ_1,8436,Kessler_Thomas_1959__,GP,,4,5,1987,5,5,1991
8450_EINSITZ_2_PARTEI_1,8450_EINSITZ_2,8450,Lauffer_Peter_1931__,FDP,,10,1,1977,29,5,1983
8450_EINSITZ_1_PARTEI_1,8450_EINSITZ_1,8450,Lauffer_Peter_1931__,FDP,,2,9,1985,7,5,1995
8454_EINSITZ_1_PARTEI_1,8454_EINSITZ_1,8454,Attenhofer_Hartmuth_1948__,SP,,6,5,1991,31,5,2009
8462_EINSITZ_1_PARTEI_1,8462_EINSITZ_1,8462,Egg_Bernhard_1959_09_21,SP,,15,12,1997,,,
8471_EINSITZ_1_PARTEI_1,8471_EINSITZ_1,8471,Suter_Marcel_1973__,SVP,,22,5,2017,,,
8472_EINSITZ_1_PARTEI_1,8472_EINSITZ_1,8472,Bärtschiger_Markus_1962__,SP,SP,15,5,2017,,,
8476_EINSITZ_1_PARTEI_1,8476_EINSITZ_1,8476,Häring_Hans_Peter_1947_01_29,EDU,,21,5,2007,24,4,2017
8480_EINSITZ_1_PARTEI_1,8480_EINSITZ_1,8480,Bernet_Erhard_1923__,NA,,30,5,1983,5,5,1991
8480_EINSITZ_1_PARTEI_2,8480_EINSITZ_1,8480,Bernet_Erhard_1923__,parteilos,,6,5,1991,7,5,1995
8485_EINSITZ_1_PARTEI_1,8485_EINSITZ_1,8485,Häberlin_Hermann_1894_01_19,F,,3,4,1939,7,5,1967
8486_EINSITZ_1_PARTEI_1,8486_EINSITZ_1,8486,Funk_Karl_1887__,B,,13,5,1929,28,4,1935
8486_EINSITZ_2_PARTEI_1,8486_EINSITZ_2,8486,Funk_Karl_1887__,B,,29,4,1935,2,5,1943
8487_EINSITZ_1_PARTEI_1,8487_EINSITZ_1,8487,Vollenweider-Huber_Albert_1885__,F,,9,5,1932,28,4,1935
8487_EINSITZ_2_PARTEI_1,8487_EINSITZ_2,8487,Vollenweider-Huber_Albert_1885__,F,,29,4,1935,2,5,1943
8489_EINSITZ_1_PARTEI_1,8489_EINSITZ_1,8489,Petri_Gabriele_1960_12_06,Grüne,,6,5,1991,,,
8514_EINSITZ_1_PARTEI_3,8514_EINSITZ_1,8514,Dobler_Bruno_1952_11_18,SVP,,26,11,2001,19,10,2003
8514_EINSITZ_1_PARTEI_1,8514_EINSITZ_1,8514,Dobler_Bruno_1952_11_18,FPS,,8,5,1995,12,1,1997
8514_EINSITZ_1_PARTEI_2,8514_EINSITZ_1,8514,Dobler_Bruno_1952_11_18,parteilos,SVP,13,1,1997,25,11,2001
8515_EINSITZ_1_PARTEI_1,8515_EINSITZ_1,8515,Baumgartner_Michel_1949_05_11,FDP,,8,5,1995,,,
8520_EINSITZ_1_PARTEI_1,8520_EINSITZ_1,8520,Fahrni_Hans_1952_08_07,EVP,,8,5,1995,9,9,
8521_EINSITZ_1_PARTEI_1,8521_EINSITZ_1,8521,Marti_Peter_1952__,SVP,,8,5,1995,,,
8523_EINSITZ_1_PARTEI_1,8523_EINSITZ_1,8523,Hess_Felix_1944_05_11,SVP,,8,5,1995,,,
8532_EINSITZ_1_PARTEI_1,8532_EINSITZ_1,8532,Hollenstein_Erich_1938_09_03,LdU,,8,5,1995,28,10,2001
8532_EINSITZ_1_PARTEI_2,8532_EINSITZ_1,8532,Hollenstein_Erich_1938_09_03,parteilos,EVP,29,10,2001,18,5,2003
8547_EINSITZ_1_PARTEI_1,8547_EINSITZ_1,8547,Gubser_Werner_1936__,SVP,,8,5,1995,30,5,1999
8557_EINSITZ_1_PARTEI_1,8557_EINSITZ_1,8557,Clerici_Max_F._1954_06_15,FDP,,8,5,1995,,,
8558_EINSITZ_1_PARTEI_1,8558_EINSITZ_1,8558,Suter_Arnold_1952_07_16,SVP,,8,5,1995,,,
8561_EINSITZ_1_PARTEI_1,8561_EINSITZ_1,8561,Bergmann_Adrian_1958_01_07,SVP,,25,8,2008,8,5,2011
8561_EINSITZ_2_PARTEI_1,8561_EINSITZ_2,8561,Bergmann_Adrian_1958_01_07,SVP,,31,5,1999,20,5,2007
8562_EINSITZ_1_PARTEI_1,8562_EINSITZ_1,8562,Brandenberger_Markus_1941_05_09,SP,,14,5,2001,20,5,2007
8563_EINSITZ_1_PARTEI_1,8563_EINSITZ_1,8563,Schulthess_Peter_1950_04_16,SP,,19,5,2003,20,5,2007
8563_EINSITZ_2_PARTEI_1,8563_EINSITZ_2,8563,Schulthess_Peter_1950_04_16,SP,,3,12,2007,,,
8564_EINSITZ_1_PARTEI_1,8564_EINSITZ_1,8564,Honegger_Werner_1944_01_03,SVP,,8,5,1995,20,5,2007
8565_EINSITZ_1_PARTEI_1,8565_EINSITZ_1,8565,Kull_Martin_1960_05_29,SP,,19,5,2003,20,5,2007
8567_EINSITZ_1_PARTEI_1,8567_EINSITZ_1,8567,Hürlimann_Werner_1943_12_02,SVP,,31,5,1999,20,5,2007
8578_EINSITZ_1_PARTEI_1,8578_EINSITZ_1,8578,Frei_Hans_Peter_1954_05_26,SVP,,8,5,1995,20,5,2007
8579_EINSITZ_1_PARTEI_1,8579_EINSITZ_1,8579,Bürgi_André_1960_02_11,SP,,19,5,2003,20,5,2007
8585_EINSITZ_1_PARTEI_1,8585_EINSITZ_1,8585,Meier_Oliver_B._1938_04_11,SVP,,24,6,2002,20,5,2007
8588_EINSITZ_1_PARTEI_1,8588_EINSITZ_1,8588,Mächler_Peter_1943_09_16,SVP,,31,5,1999,20,5,2007
8593_EINSITZ_1_PARTEI_1,8593_EINSITZ_1,8593,Appenzeller_John_1970_07_13,SVP,,25,8,2003,20,5,2007
8593_EINSITZ_2_PARTEI_1,8593_EINSITZ_2,8593,Appenzeller_John_1970_07_13,SVP,,31,3,2008,,,
8594_EINSITZ_1_PARTEI_1,8594_EINSITZ_1,8594,Züst_Ernst_1946_04_26,SVP,,31,5,1999,20,5,2007
8598_EINSITZ_1_PARTEI_1,8598_EINSITZ_1,8598,Grob_Urs_1969_11_25,SP,,22,8,2005,20,5,2007
8600_EINSITZ_1_PARTEI_1,8600_EINSITZ_1,8600,Brunner_Ernst_1937_08_21,SVP,,8,5,1995,20,5,2007
8605_EINSITZ_1_PARTEI_1,8605_EINSITZ_1,8605,Arnet_Esther_1965_08_29,SP,,8,5,1995,,,
8606_EINSITZ_1_PARTEI_1,8606_EINSITZ_1,8606,Bernasconi-Aeppli_Susanne_1951_02_12,FDP,,8,5,1995,,,
8607_EINSITZ_1_PARTEI_1,8607_EINSITZ_1,8607,Bernoulli_Rita_1950_08_11,FDP,,31,5,1999,20,5,2007
8609_EINSITZ_1_PARTEI_1,8609_EINSITZ_1,8609,Braunschweig-Lütolf_Ursula_1948_06_07,SP,,19,5,2003,20,5,2007
8614_EINSITZ_1_PARTEI_1,8614_EINSITZ_1,8614,Furrer_Käthi_1956_06_25,SP,,31,5,1999,20,5,2007
8616_EINSITZ_1_PARTEI_1,8616_EINSITZ_1,8616,Gübeli_Jacqueline_1951_12_31,SP,,24,1,2000,20,5,2007
8617_EINSITZ_1_PARTEI_1,8617_EINSITZ_1,8617,Hallauer-Mager_Elisabeth_1945_01_19,SP,,8,5,1995,,,
8619_EINSITZ_1_PARTEI_1,8619_EINSITZ_1,8619,Holenstein_Weidmann_Pia_1955_01_24,SP,,19,5,2003,20,5,2007
8620_EINSITZ_1_PARTEI_1,8620_EINSITZ_1,8620,Jaun_Dorothee_1948_09_01,SP,,8,5,1995,,,
8622_EINSITZ_1_PARTEI_1,8622_EINSITZ_1,8622,Keller_Gabrielle_1958_08_11,SP,,8,5,1995,,,
8626_EINSITZ_2_PARTEI_1,8626_EINSITZ_2,8626,Krebs_Cécile_1969_02_28,SP,,3,5,2010,8,5,2011
8626_EINSITZ_1_PARTEI_1,8626_EINSITZ_1,8626,Krebs_Cécile_1969_02_28,SP,,17,11,2003,20,5,2007
8629_EINSITZ_1_PARTEI_1,8629_EINSITZ_1,8629,Minder-Roost_Irene_1964_01_31,SVP,,21,8,2006,20,5,2007
8632_EINSITZ_1_PARTEI_1,8632_EINSITZ_1,8632,Ramer-Stäubli_Blanca_1946_07_03,CVP,,31,5,1999,20,5,2007
8634_EINSITZ_1_PARTEI_1,8634_EINSITZ_1,8634,Rusca_Speck_Susanna_1953_08_29,SP,,8,5,1995,,,
8640_EINSITZ_1_PARTEI_1,8640_EINSITZ_1,8640,Trüb_Klingler_Marianne_1958_07_02,SP,,19,5,2003,20,5,2007
8641_EINSITZ_1_PARTEI_1,8641_EINSITZ_1,8641,Volland_Bettina_1966_02_17,SP,,8,5,1995,,,
8642_EINSITZ_1_PARTEI_1,8642_EINSITZ_1,8642,Weber_Doris_1953_06_11,FDP,,8,5,1995,,,
8646_EINSITZ_1_PARTEI_1,8646_EINSITZ_1,8646,Zumbrunn_Esther_1953_09_25,DaP/LdU,,8,5,1995,,,
8647_EINSITZ_1_PARTEI_1,8647_EINSITZ_1,8647,Rüeger_Gottlieb_1879__,B,,13,5,1929,8,5,1932
8647_EINSITZ_1_PARTEI_2,8647_EINSITZ_1,8647,Rüeger_Gottlieb_1879__,Bauern- und evangelische Liste,,17,5,1926,12,5,1929
8648_EINSITZ_1_PARTEI_1,8648_EINSITZ_1,8648,Grossmann_Bruno_1947_01_02,SVP,,6,1,1997,,,
8649_EINSITZ_2_PARTEI_1,8649_EINSITZ_2,8649,Brändli_Sebastian_1955__,SP,,12,2,1996,,,
8649_EINSITZ_1_PARTEI_1,8649_EINSITZ_1,8649,Brändli_Sebastian_1955__,SP,,6,5,1991,,,
8652_EINSITZ_1_PARTEI_1,8652_EINSITZ_1,8652,Thalmann-Meyer_Regula_1944_11_21,FDP,,8,5,1995,,,
8663_EINSITZ_1_PARTEI_1,8663_EINSITZ_1,8663,Heer_Alfred_1961_01_12,SVP,,8,5,1995,,,
8664_EINSITZ_1_PARTEI_1,8664_EINSITZ_1,8664,Hegetschweiler_Rolf_1937__,FDP,,10,9,1979,17,12,1991
8670_EINSITZ_1_PARTEI_1,8670_EINSITZ_1,8670,Naef_Martin_1970_11_10,SP,,19,5,2003,,,
8673_EINSITZ_1_PARTEI_1,8673_EINSITZ_1,8673,Prelicz-Huber_Katharina_1959_10_12,Grüne,,9,9,2002,,,
8678_EINSITZ_1_PARTEI_1,8678_EINSITZ_1,8678,Schaller_Anton_1944_10_11,LdU,,8,5,1995,,,
8681_EINSITZ_1_PARTEI_1,8681_EINSITZ_1,8681,Tuena_Mauro_1972_01_25,SVP,,18,5,2015,,,
8689_EINSITZ_1_PARTEI_1,8689_EINSITZ_1,8689,De-Boni_Emil_1932__,FDP,,13,5,1991,30,5,1999
8691_EINSITZ_1_PARTEI_1,8691_EINSITZ_1,8691,Fischer_Hansruedi_1951__,GP,,6,5,1991,12,2,1996
8692_EINSITZ_1_PARTEI_1,8692_EINSITZ_1,8692,Gunsch_Josef_1945__,GP,,4,5,1987,12,2,1996
8697_EINSITZ_1_PARTEI_1,8697_EINSITZ_1,8697,Huggel-Neuenschwander_Susanne_1940__,EVP,,3,6,1985,8,1,1997
8698_EINSITZ_1_PARTEI_1,8698_EINSITZ_1,8698,Weigold_Hermann_1944__,SVP,,30,5,1983,14,4,1997
8708_EINSITZ_1_PARTEI_1,8708_EINSITZ_1,8708,Rohweder-Lischer_Maria_1966_12_21,Grüne,,4,9,2006,,,
8720_EINSITZ_1_PARTEI_1,8720_EINSITZ_1,8720,Reinhard_Peter_1954__,EVP,,24,1,1994,10,4,2017
8724_EINSITZ_1_PARTEI_1,8724_EINSITZ_1,8724,Mani_Tobias_1976__,EVP,,9,1,2017,,,
8734_EINSITZ_1_PARTEI_1,8734_EINSITZ_1,8734,Bachmann_Roland_1955_04_22,FPS,,17,8,1998,30,5,1999
8745_EINSITZ_1_PARTEI_1,8745_EINSITZ_1,8745,Rüfenacht_Erich_1939__,BGB,,8,5,1967,21,9,1971
8745_EINSITZ_1_PARTEI_2,8745_EINSITZ_1,8745,Rüfenacht_Erich_1939__,SVP/BGB,,22,9,1971,30,1,1984
8746_EINSITZ_1_PARTEI_1,8746_EINSITZ_1,8746,Weidmann_Alfred_1947__,GP,,4,5,1987,5,5,1991
8749_EINSITZ_1_PARTEI_1,8749_EINSITZ_1,8749,Bischoff_Markus_1956_06_26,AL,,21,5,2007,,,
8751_EINSITZ_1_PARTEI_1,8751_EINSITZ_1,8751,Steiner_Rolf_1952_10_13,SP,,19,6,2006,14,5,2017
8756_EINSITZ_1_PARTEI_1,8756_EINSITZ_1,8756,Schoch_Walter_1956_10_31,EVP,,1,10,2007,30,6,2015
8757_EINSITZ_1_PARTEI_1,8757_EINSITZ_1,8757,Lalli_Emy_1953_03_06,SP,,8,5,1995,,,
8762_EINSITZ_1_PARTEI_1,8762_EINSITZ_1,8762,Anderegg_Peter_1951_03_25,SP,,27,5,2002,,,
8765_EINSITZ_1_PARTEI_1,8765_EINSITZ_1,8765,Baggenstos_Toni_1947__,Grüne,,15,1,1996,30,5,1999
8770_EINSITZ_1_PARTEI_2,8770_EINSITZ_1,8770,Widmer_Ernst_1888__,S,,13,5,1929,28,4,1935
8770_EINSITZ_1_PARTEI_1,8770_EINSITZ_1,8770,Widmer_Ernst_1888__,Sozialdemokratische Liste,,8,7,1918,12,5,1929
8770_EINSITZ_2_PARTEI_1,8770_EINSITZ_2,8770,Widmer_Ernst_1888__,S,,29,4,1935,4,5,1947
8777_EINSITZ_1_PARTEI_1,8777_EINSITZ_1,8777,Raissig_Walter_1910_03_29,F,,9,5,1955,8,9,1969
8783_EINSITZ_1_PARTEI_1,8783_EINSITZ_1,8783,Wiesner_Hans_W._1953_11_01,GLP,,9,5,2011,20,8,2017
8787_EINSITZ_1_PARTEI_1,8787_EINSITZ_1,8787,Büchi-Wild_Renate_1960_01_06,SP,,19,5,2003,20,8,2017
8788_EINSITZ_1_PARTEI_1,8788_EINSITZ_1,8788,Sieber_Hirschi_Sabine_1960_06_23,SP,SP,12,4,2010,20,8,2017
8796_EINSITZ_2_PARTEI_1,8796_EINSITZ_2,8796,Hotz_Jean_1882_11_18,B,,29,4,1935,2,4,1939
8796_EINSITZ_1_PARTEI_1,8796_EINSITZ_1,8796,Hotz_Jean_1882_11_18,B,,9,5,1932,28,4,1935
8797_EINSITZ_1_PARTEI_1,8797_EINSITZ_1,8797,Lang_Erich_1933_09_22,FDP,,9,10,1978,17,3,1986
8798_EINSITZ_1_PARTEI_1,8798_EINSITZ_1,8798,Wäfler_Daniel_1979_10_08,SVP,,18,5,2015,,,
8828_EINSITZ_1_PARTEI_1,8828_EINSITZ_1,8828,Welti_Robert_1859__,,,,,,,,
8863_EINSITZ_1_PARTEI_1,8863_EINSITZ_1,8863,Welti-Hausheer_Johannes_1844__,,,,,,,,
8872_EINSITZ_2_PARTEI_1,8872_EINSITZ_2,8872,Vischer_Daniel_1950_01_16,GP,,6,5,1991,19,10,2003
8872_EINSITZ_1_PARTEI_1,8872_EINSITZ_1,8872,Vischer_Daniel_1950_01_16,POCH,,14,11,1983,5,5,1991
8878_EINSITZ_2_PARTEI_1,8878_EINSITZ_2,8878,Bucher_Fritz_1928_05_21,SP,,26,5,1975,29,5,1983
8878_EINSITZ_1_PARTEI_1,8878_EINSITZ_1,8878,Bucher_Fritz_1928_05_21,SP,,9,5,1955,23,5,1971
8908_EINSITZ_1_PARTEI_1,8908_EINSITZ_1,8908,Hilfiker_Emil_1867__,,,,,,,,
8914_EINSITZ_1_PARTEI_1,8914_EINSITZ_1,8914,Wolfensberger_Paul_1869__,,,,,,,,
8919_EINSITZ_1_PARTEI_1,8919_EINSITZ_1,8919,Wegmann_Jakob_1869__,,,,,,,,
8922_EINSITZ_1_PARTEI_1,8922_EINSITZ_1,8922,Zuppinger_Julius_1837__,,,,,,,,
8924_EINSITZ_1_PARTEI_1,8924_EINSITZ_1,8924,Frick_Karl_1844__,,,,,,,,
8932_EINSITZ_2_PARTEI_1,8932_EINSITZ_2,8932,Kessler_Alois_1869__,,,,,,,,
8932_EINSITZ_1_PARTEI_1,8932_EINSITZ_1,8932,Kessler_Alois_1869__,S,,13,5,1929,28,4,1935
8932_EINSITZ_1_PARTEI_2,8932_EINSITZ_1,8932,Kessler_Alois_1869__,Sozialdemokratische Liste,,17,5,1926,12,5,1929
8933_EINSITZ_1_PARTEI_1,8933_EINSITZ_1,8933,Rieder_Emil_1874__,,,,,,,,
8934_EINSITZ_1_PARTEI_1,8934_EINSITZ_1,8934,Stauber_Arnold_1869__,,,,,,,,
8935_EINSITZ_1_PARTEI_1,8935_EINSITZ_1,8935,Göcking_Berthold_1856__,,,,,,,,
8938_EINSITZ_2_PARTEI_1,8938_EINSITZ_2,8938,Bosshard_Emil_1872__,,,,,,,,
8938_EINSITZ_3_PARTEI_1,8938_EINSITZ_3,8938,Bosshard_Emil_1872__,,,,,,,,
8938_EINSITZ_1_PARTEI_1,8938_EINSITZ_1,8938,Bosshard_Emil_1872__,,,,,,,,
8943_EINSITZ_1_PARTEI_1,8943_EINSITZ_1,8943,Heusser_Jakob_1872__,,,,,,,,
8944_EINSITZ_1_PARTEI_1,8944_EINSITZ_1,8944,Leuthold_Rudolf_Karl_1860__,Sozialdemokratische Liste,,23,7,1917,18,5,1920
8944_EINSITZ_2_PARTEI_1,8944_EINSITZ_2,8944,Leuthold_Rudolf_Karl_1860__,,,,,,,,
8945_EINSITZ_1_PARTEI_1,8945_EINSITZ_1,8945,Gugger_Nik_1970_05_01,EVP,,29,9,2014,8,10,2017
8949_EINSITZ_1_PARTEI_1,8949_EINSITZ_1,8949,Spühler_Hans_1868__,,,,,,,,
8964_EINSITZ_2_PARTEI_1,8964_EINSITZ_2,8964,Willi_Hans_1874__,,,,,,,,
8964_EINSITZ_3_PARTEI_1,8964_EINSITZ_3,8964,Willi_Hans_1874__,,,,,,,,
8964_EINSITZ_1_PARTEI_1,8964_EINSITZ_1,8964,Willi_Hans_1874__,Sozialdemokratische Liste,,23,7,1917,29,9,1919
8985_EINSITZ_2_PARTEI_1,8985_EINSITZ_2,8985,Demuth_Emil_1884__,,,,,,,,
8985_EINSITZ_1_PARTEI_1,8985_EINSITZ_1,8985,Demuth_Emil_1884__,S,,13,5,1929,8,5,1932
8985_EINSITZ_1_PARTEI_2,8985_EINSITZ_1,8985,Demuth_Emil_1884__,Sozialdemokratische Liste,,23,7,1917,12,5,1929
9002_EINSITZ_1_PARTEI_1,9002_EINSITZ_1,9002,Frey_Johann_1848__,,,,,,,,
9030_EINSITZ_2_PARTEI_1,9030_EINSITZ_2,9030,Bickel_Johannes_1846__,,,,,,,,
9030_EINSITZ_1_PARTEI_1,9030_EINSITZ_1,9030,Bickel_Johannes_1846__,,,,,,,,
9031_EINSITZ_1_PARTEI_1,9031_EINSITZ_1,9031,Gut_Heinrich_1847__,,,,,,,,
9036_EINSITZ_1_PARTEI_1,9036_EINSITZ_1,9036,Wismer_Jean_1862__,Bürgerliche Liste,,23,7,1917,13,5,1923
9036_EINSITZ_2_PARTEI_1,9036_EINSITZ_2,9036,Wismer_Jean_1862__,,,,,,,,
9045_EINSITZ_1_PARTEI_1,9045_EINSITZ_1,9045,Kunz_Max_1923_08_05,SVP/BGB,,26,5,1975,3,5,1987
9046_EINSITZ_1_PARTEI_1,9046_EINSITZ_1,9046,Kunz_Max_1898_01_22,BGB,,30,4,1951,26,5,1963
9057_EINSITZ_1_PARTEI_1,9057_EINSITZ_1,9057,Müller_Johannes_1862__,,,,,,,,
9060_EINSITZ_1_PARTEI_1,9060_EINSITZ_1,9060,Sahli_Manuel_1988_11_20,AL,,18,5,2015,,,
9063_EINSITZ_1_PARTEI_1,9063_EINSITZ_1,9063,Hardmeier_Ferdinand_1859__,,,,,,,,
9067_EINSITZ_1_PARTEI_1,9067_EINSITZ_1,9067,Wenger_Fritz_1877__,,,,,,,,
